Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-28 00:00:00-03:00,93.54162920962798,93.67708401884117,90.3874514056635,90.9002456665039,4871900,0.0,0.0
2024-11-29 00:00:00-03:00,90.36810301014376,90.66803760168797,87.71704942175498,89.96173858642578,6680500,0.0,0.0
2024-12-02 00:00:00-03:00,89.2941291845963,89.92303068688517,88.36529310901258,88.607177734375,3201100,0.0,0.0
2024-12-03 00:00:00-03:00,88.44270146147375,90.99700261586625,88.26854422905002,90.11653900146484,3482400,0.0,0.0
2024-12-04 00:00:00-03:00,90.00042944232898,90.46485117762049,88.19113714308573,88.5394515991211,3633100,0.0,0.0
2024-12-05 00:00:00-03:00,88.72327724482456,91.6258927365645,88.72327724482456,90.51322937011719,3892700,0.0,0.0
2024-12-06 00:00:00-03:00,90.61966342773034,90.84219315871985,87.65899046829944,88.10405731201172,4073300,0.0,0.0
2024-12-09 00:00:00-03:00,88.27821115856592,88.9264675672478,87.33002755712221,88.11373138427734,3298400,0.0,0.0
2024-12-10 00:00:00-03:00,88.86841583251953,89.27478025872304,87.75574500500032,88.86841583251953,2328300,0.0,0.0
2024-12-11 00:00:00-03:00,89.49731169585455,90.88089205301654,87.67834196421673,89.52633666992188,3529200,0.0,0.0
2024-12-12 00:00:00-03:00,88.72327826515271,89.42958462422786,86.33346435012601,86.80755615234375,3393800,0.0,0.0
2024-12-13 00:00:00-03:00,87.17521831778859,87.40742549341824,85.89806777922597,86.50762176513672,3947900,0.0,0.0
2024-12-16 00:00:00-03:00,86.35281603523855,87.10749492707421,85.32722752907554,86.11093139648438,4678100,0.0,0.0
2024-12-17 00:00:00-03:00,86.29476679753567,88.17178659020765,85.88839499095164,87.6493148803711,8729600,0.0,0.0
2024-12-18 00:00:00-03:00,87.10749290570804,87.70736945332202,84.35968701645669,85.04663848876953,9342400,0.0,0.0
2024-12-19 00:00:00-03:00,85.15306911402708,85.74326821494816,84.07910074230074,84.35968780517578,5388000,0.0,0.0
2024-12-20 00:00:00-03:00,83.90494176789592,84.80475288818532,83.1309079979811,83.80818939208984,8880200,0.0,0.0
2024-12-23 00:00:00-03:00,83.56630865741627,87.65899266049824,83.39215142015321,85.53041076660156,7702100,0.0,0.0
2024-12-26 00:00:00-03:00,85.55943382821667,87.46548594291275,85.30787173963547,85.68521118164062,2599700,0.0,0.0
2024-12-27 00:00:00-03:00,86.56567651383396,86.73015629812012,85.42398071289062,85.42398071289062,2790600,0.0,0.0
2024-12-30 00:00:00-03:00,85.52072929079108,85.93677115013972,84.9015052278163,85.62715911865234,4150100,0.0,0.0
2025-01-02 00:00:00-03:00,85.38527723927513,86.17865855688065,84.59189592166962,85.59813690185547,2975700,0.0,0.0
2025-01-03 00:00:00-03:00,85.55943092528118,85.94644780649044,83.59532892668048,84.08877563476562,3034300,0.0,0.0
2025-01-06 00:00:00-03:00,85.03696336955979,86.06255188006074,84.34033442592388,85.21112060546875,2385200,0.0,0.0
2025-01-07 00:00:00-03:00,85.85937036495855,86.3431396484375,85.31755112961683,86.3431396484375,3064600,0.0,0.0
2025-01-08 00:00:00-03:00,85.4433266510668,85.92709592415717,84.20487849303278,84.2726058959961,3257000,0.0,0.0
2025-01-09 00:00:00-03:00,84.29195688175096,85.51105007841211,84.20487457814205,85.0756607055664,1313900,0.0,0.0
2025-01-10 00:00:00-03:00,85.14339081350829,85.55943267752544,84.07909990468606,84.74669647216797,3113000,0.0,0.0
2025-01-13 00:00:00-03:00,84.51449126586323,85.49170727287029,84.51449126586323,85.29820251464844,2306900,0.0,0.0
2025-01-14 00:00:00-03:00,84.80475662238577,86.59470148968052,83.87592048662849,85.42398071289062,5378400,0.0,0.0
2025-01-15 00:00:00-03:00,86.83658307554977,89.88433092167894,85.95611946993623,89.6908187866211,6439600,0.0,0.0
2025-01-16 00:00:00-03:00,89.6134218253557,89.63276934810523,87.2816504113106,88.08470916748047,2570100,0.0,0.0
2025-01-17 00:00:00-03:00,88.23951435766449,90.51323589550016,87.67834759892217,89.98108673095703,4675700,0.0,0.0
2025-01-20 00:00:00-03:00,89.57471584671067,91.61622266643974,89.23607884902093,90.51322937011719,2390500,0.0,0.0
2025-01-21 00:00:00-03:00,90.38744915416754,92.4966834787476,90.08751456720003,91.44207000732422,3072300,0.0,0.0
2025-01-22 00:00:00-03:00,92.1096669639872,92.19674927194757,90.51323426262465,90.94862365722656,2650300,0.0,0.0
2025-01-23 00:00:00-03:00,91.62589934216287,91.78070905611484,89.61342473292125,89.98108673095703,1674200,0.0,0.0
2025-01-24 00:00:00-03:00,89.08127599222794,90.43583146881898,89.08127599222794,89.78758239746094,1118900,0.0,0.0
2025-01-27 00:00:00-03:00,90.41647400382114,92.66116313112124,89.73919997556678,92.44831085205078,2420300,0.0,0.0
2025-01-28 00:00:00-03:00,92.44831311480975,92.58376792377601,91.11310516680886,91.5001220703125,2187000,0.0,0.0
2025-01-29 00:00:00-03:00,92.19675007129807,92.39993228265612,89.80692865212481,89.85530853271484,2604000,0.0,0.0
2025-01-30 00:00:00-03:00,89.83595500825987,93.34812475183827,89.83595500825987,92.52571105957031,3065500,0.0,0.0
